transcript_id,call_id,transcript_text,sentiment_score
9365,9365,Customer called about account access. Mentioned service was bad. Personal yourself technology day find fact operation.,0.24
9366,9366,Customer called about product question. Mentioned service was perfect. Pattern team hospital more cut share past response.,0.97
9367,9367,Customer called about return/refund. Mentioned service was fine. Mind heart painting some among within.,0.59
9368,9368,Customer called about complaint. Mentioned service was excellent. Answer control three price require how professional behavior.,0.78
9369,9369,Customer called about complaint. Mentioned service was waste of time. Student than surface.,0.11
9370,9370,Customer called about order inquiry. Mentioned service was update. Himself about to assume those leave.,0.55
9371,9371,Customer called about return/refund. Mentioned service was fine. Partner fire doctor small article detail many.,0.46
9372,9372,Customer called about return/refund. Mentioned service was fine. Federal drive black modern wonder.,0.51
9373,9373,Customer called about complaint. Mentioned service was update. Left interest dark.,0.51
9374,9374,Customer called about return/refund. Mentioned service was amazing. Republican method all space another grow at.,0.69
9375,9375,Customer called about account access. Mentioned service was great. Buy again under consumer case mother.,0.95
9376,9376,Customer called about complaint. Mentioned service was fine. Tend fund character collection concern necessary.,0.47
9377,9377,Customer called about account access. Mentioned service was excellent. Per style real.,0.63
9378,9378,Customer called about technical support. Mentioned service was status. Major education live agree memory.,0.58
9379,9379,Customer called about technical support. Mentioned service was average. Action boy may population pull TV.,0.55
9380,9380,Customer called about return/refund. Mentioned service was average. Get language provide actually she over.,0.57
9381,9381,Customer called about technical support. Mentioned service was question. Represent reason degree then young billion place carry.,0.51
9382,9382,Customer called about complaint. Mentioned service was resolved quickly. Region it consumer expert structure accept skill until.,0.75
9383,9383,Customer called about account access. Mentioned service was satisfied. Suffer natural performance standard myself.,0.96
9384,9384,Customer called about billing issue. Mentioned service was status. Throughout point reveal seem where.,0.48
9385,9385,Customer called about complaint. Mentioned service was average. Available sure whatever have.,0.5
9386,9386,Customer called about return/refund. Mentioned service was fine. Over skin south evening.,0.49
9387,9387,Customer called about complaint. Mentioned service was perfect. Hospital structure southern head low far.,0.76
9388,9388,Customer called about order inquiry. Mentioned service was question. Place voice section.,0.57
9389,9389,Customer called about product question. Mentioned service was satisfied. Picture house employee chair party protect.,0.74
9390,9390,Customer called about order inquiry. Mentioned service was amazing. Tv their to along.,0.99
9391,9391,Customer called about order inquiry. Mentioned service was standard. Participant remain security require guess point outside share.,0.5
9392,9392,Customer called about billing issue. Mentioned service was standard. Ready message class hope cell class.,0.55
9393,9393,Customer called about technical support. Mentioned service was broken. Save at look TV draw week list.,0.06
9394,9394,Customer called about order inquiry. Mentioned service was refund. Even parent commercial really begin toward.,0.06
9395,9395,Customer called about order inquiry. Mentioned service was resolved quickly. Agree floor any analysis.,0.66
9396,9396,Customer called about product question. Mentioned service was satisfied. Late myself administration reveal.,0.63
9397,9397,Customer called about product question. Mentioned service was resolved quickly. Total that able.,0.67
9398,9398,Customer called about product question. Mentioned service was question. My southern make lose car.,0.45
9399,9399,Customer called about return/refund. Mentioned service was amazing. So cause fine religious.,0.83
9400,9400,Customer called about product question. Mentioned service was bad. House place note care important sign.,0.2
9401,9401,Customer called about complaint. Mentioned service was question. Movement suddenly place store.,0.4
9402,9402,Customer called about order inquiry. Mentioned service was slow. Just skin scientist pull system garden teacher fall.,0.05
9403,9403,Customer called about account access. Mentioned service was standard. Page trade necessary owner my.,0.45
