expense_id,expense_date,exp_cat_id,amount,description
19796,2024-01-25,6,19174.41,Travel expense drive bleeding-edge e-tailers
19797,2025-01-21,15,435.03,Miscellaneous expense target front-end content
19798,2024-12-04,7,6985.7,Office Supplies expense expedite rich systems
19799,2025-04-03,8,1433250.33,Payroll expense orchestrate proactive communities
19800,2025-01-02,14,53403.54,Events expense embrace efficient web-readiness
19801,2024-03-03,10,907768.12,Taxes expense maximize customized paradigms
19802,2025-10-12,7,9999.0,Office Supplies expense synthesize integrated content
19803,2025-12-01,2,14720.09,Utilities expense benchmark killer architectures
19804,2024-09-20,8,1080517.43,Payroll expense extend integrated e-markets
19805,2024-01-17,9,49970.73,Insurance expense leverage visionary infrastructures
19806,2024-03-06,3,8554.79,Maintenance expense incentivize impactful paradigms
19807,2024-02-16,15,1834.07,Miscellaneous expense architect 24/7 web services
19808,2024-10-10,11,73446.88,Logistics expense whiteboard bricks-and-clicks applications
19809,2024-04-16,7,8120.96,Office Supplies expense mesh B2C markets
19810,2024-07-05,15,4039.55,Miscellaneous expense expedite rich deliverables
19811,2024-12-06,9,80624.1,Insurance expense engage end-to-end initiatives
19812,2025-01-01,2,48736.78,Utilities expense grow seamless content
19813,2024-10-07,3,32332.13,Maintenance expense grow strategic web services
19814,2024-11-04,13,4040.01,Training expense expedite visionary niches
19815,2024-11-15,15,9928.29,Miscellaneous expense re-intermediate intuitive users
19816,2025-07-05,7,9947.15,Office Supplies expense synergize visionary initiatives
19817,2024-09-09,12,101648.64,R&D expense streamline back-end communities
19818,2024-08-01,1,238379.28,Rent expense deliver seamless supply-chains
19819,2024-04-03,12,355721.36,R&D expense brand best-of-breed models
19820,2024-06-06,12,280861.26,R&D expense transform transparent solutions
19821,2024-11-26,11,21167.93,Logistics expense target open-source paradigms
19822,2025-11-28,8,1984493.28,Payroll expense benchmark innovative vortals
19823,2025-06-19,14,157445.56,Events expense revolutionize clicks-and-mortar vortals
19824,2024-05-13,5,53237.78,Software expense scale 24/365 niches
19825,2025-02-26,10,343844.96,Taxes expense syndicate world-class e-markets
19826,2024-08-16,1,346386.57,Rent expense exploit dynamic e-tailers
19827,2025-07-15,9,192629.51,Insurance expense evolve vertical metrics
19828,2025-06-11,13,4121.1,Training expense scale B2C relationships
19829,2024-07-31,7,1316.69,Office Supplies expense unleash back-end e-commerce
19830,2026-01-07,12,225188.17,R&D expense iterate real-time action-items
19831,2024-05-21,7,5193.93,Office Supplies expense transform front-end initiatives
19832,2025-07-16,14,33328.81,Events expense transition cross-platform ROI
19833,2024-03-16,12,73497.52,R&D expense target robust action-items
19834,2025-12-13,4,43260.77,Marketing expense re-contextualize leading-edge experiences
19835,2025-10-10,8,999675.8,Payroll expense matrix user-centric technologies
19836,2025-03-08,11,37078.01,Logistics expense evolve rich interfaces
19837,2024-02-21,2,13708.89,Utilities expense harness robust infrastructures
19838,2026-02-14,13,4418.59,Training expense engineer sticky initiatives
19839,2024-05-16,13,8829.45,Training expense transform compelling technologies
19840,2025-06-28,6,42328.55,Travel expense implement 24/365 technologies
19841,2025-04-22,3,13271.69,Maintenance expense unleash interactive applications
19842,2024-07-12,5,26519.91,Software expense synergize compelling deliverables
19843,2025-10-01,3,21519.81,Maintenance expense e-enable enterprise initiatives
19844,2025-07-15,9,65063.54,Insurance expense whiteboard e-business action-items
19845,2024-11-22,3,44710.91,Maintenance expense iterate end-to-end technologies
19846,2025-10-21,11,47211.23,Logistics expense drive world-class systems
19847,2024-08-14,11,27389.92,Logistics expense monetize interactive markets
19848,2025-10-09,10,401292.73,Taxes expense utilize ubiquitous action-items
19849,2025-05-05,13,3123.02,Training expense utilize extensible schemas
19850,2025-08-10,6,28390.05,Travel expense generate plug-and-play architectures
19851,2025-08-02,11,12491.05,Logistics expense synergize B2B e-business
19852,2025-06-19,11,72379.51,Logistics expense empower real-time action-items
19853,2024-12-27,3,23817.36,Maintenance expense revolutionize global deliverables
19854,2024-06-10,6,12736.94,Travel expense aggregate dynamic channels
19855,2024-10-25,2,11113.26,Utilities expense redefine back-end deliverables
19856,2024-02-04,10,840577.46,Taxes expense integrate revolutionary niches
19857,2024-09-21,5,47941.09,Software expense target seamless schemas
19858,2025-12-02,3,20499.28,Maintenance expense scale out-of-the-box deliverables
19859,2024-12-02,3,42951.29,Maintenance expense transition 24/365 niches
19860,2025-03-08,12,438050.86,R&D expense drive out-of-the-box e-commerce
19861,2025-01-03,13,9202.95,Training expense transform robust ROI
19862,2024-07-03,2,39065.47,Utilities expense deliver transparent partnerships
19863,2025-11-07,14,70973.91,Events expense morph magnetic networks
19864,2024-12-29,12,270568.61,R&D expense incubate 24/7 communities
19865,2025-03-05,14,135614.37,Events expense target web-enabled networks
19866,2024-07-10,3,15470.68,Maintenance expense architect revolutionary mindshare
19867,2025-04-04,15,737.83,Miscellaneous expense brand cutting-edge technologies
19868,2025-05-07,12,103539.58,R&D expense extend plug-and-play niches
19869,2025-07-29,12,301574.67,R&D expense extend granular experiences
19870,2025-12-03,5,12689.57,Software expense syndicate web-enabled action-items
19871,2024-09-07,5,58910.68,Software expense whiteboard world-class interfaces
19872,2025-12-08,12,310579.81,R&D expense extend 24/365 paradigms
19873,2024-08-01,13,9907.06,Training expense integrate robust e-services
19874,2025-10-05,2,21392.57,Utilities expense synergize viral markets
19875,2025-07-18,13,4461.37,Training expense engage viral models
19876,2025-04-08,5,89518.02,Software expense evolve interactive channels
19877,2025-02-23,12,299348.18,R&D expense evolve open-source platforms
19878,2025-09-29,10,827519.06,Taxes expense strategize integrated functionalities
19879,2024-11-24,7,9030.74,Office Supplies expense revolutionize real-time e-tailers
19880,2025-07-28,5,71411.42,Software expense embrace wireless convergence
19881,2024-02-13,5,84855.77,Software expense facilitate integrated mindshare
19882,2024-10-29,9,41959.33,Insurance expense brand integrated interfaces
19883,2025-03-16,13,7466.6,Training expense envisioneer web-enabled architectures
19884,2025-01-01,12,46523.38,R&D expense re-contextualize mission-critical niches
19885,2024-09-12,1,457779.12,Rent expense brand vertical partnerships
19886,2025-12-20,7,421.63,Office Supplies expense visualize integrated niches
19887,2024-12-19,14,5641.89,Events expense grow transparent communities
19888,2025-12-22,3,19131.51,Maintenance expense engineer holistic convergence
19889,2025-09-22,11,65363.21,Logistics expense morph virtual e-tailers
19890,2025-10-26,6,39515.48,Travel expense streamline collaborative vortals
19891,2025-08-11,4,162270.57,Marketing expense utilize real-time web-readiness
19892,2024-10-03,3,41869.83,Maintenance expense strategize enterprise paradigms
19893,2024-04-16,1,478556.16,Rent expense deploy customized paradigms
19894,2025-03-23,7,7904.19,Office Supplies expense harness cross-platform infrastructures
19895,2025-07-03,6,21568.69,Travel expense redefine bleeding-edge platforms
19896,2024-01-19,6,4880.01,Travel expense iterate value-added ROI
19897,2025-12-25,13,3722.55,Training expense exploit e-business communities
19898,2024-06-30,11,28640.35,Logistics expense incentivize efficient info-mediaries
19899,2024-12-29,6,18297.74,Travel expense whiteboard rich web services
19900,2025-01-29,13,9410.7,Training expense re-intermediate intuitive infrastructures
19901,2025-07-19,8,745704.97,Payroll expense engineer real-time communities
19902,2025-05-30,10,448450.7,Taxes expense grow compelling paradigms
19903,2025-06-18,3,41672.91,Maintenance expense harness compelling supply-chains
19904,2024-06-22,14,168860.42,Events expense productize customized communities
19905,2024-05-31,11,10422.48,Logistics expense monetize robust ROI
19906,2024-08-17,1,318155.91,Rent expense disintermediate extensible networks
19907,2024-01-13,10,597414.34,Taxes expense implement dynamic schemas
19908,2024-02-07,4,114080.72,Marketing expense generate visionary channels
19909,2025-02-08,8,1473116.23,Payroll expense drive mission-critical niches
19910,2025-07-17,1,62473.36,Rent expense redefine visionary info-mediaries
19911,2026-02-24,6,10759.7,Travel expense streamline customized models
19912,2024-03-10,10,141078.94,Taxes expense incubate scalable experiences
19913,2024-04-29,10,454813.45,Taxes expense strategize plug-and-play channels
19914,2026-01-16,3,20792.44,Maintenance expense disintermediate open-source interfaces
19915,2024-04-30,5,35351.24,Software expense envisioneer user-centric channels
19916,2025-04-30,2,38054.59,Utilities expense re-contextualize efficient communities
19917,2025-12-20,6,2569.22,Travel expense incubate mission-critical synergies
19918,2025-04-19,11,62392.55,Logistics expense monetize customized methodologies
19919,2024-01-11,3,45256.55,Maintenance expense cultivate bleeding-edge paradigms
19920,2025-11-12,9,120726.56,Insurance expense syndicate value-added technologies
19921,2024-06-11,9,45068.74,Insurance expense maximize scalable platforms
19922,2024-08-02,5,93255.84,Software expense synthesize extensible systems
19923,2024-10-31,11,15795.42,Logistics expense implement bleeding-edge web services
19924,2025-01-19,8,1801767.15,Payroll expense grow best-of-breed synergies
19925,2025-01-25,8,915540.66,Payroll expense syndicate distributed markets
19926,2025-10-02,10,973412.63,Taxes expense leverage end-to-end applications
19927,2025-12-03,2,6181.9,Utilities expense scale vertical mindshare
19928,2026-01-08,12,22898.13,R&D expense expedite viral e-business
19929,2025-07-31,14,152942.75,Events expense streamline distributed technologies
19930,2024-10-31,13,3937.49,Training expense scale B2B paradigms
19931,2024-02-24,11,20898.88,Logistics expense harness collaborative info-mediaries
19932,2025-11-21,15,915.66,Miscellaneous expense redefine bricks-and-clicks deliverables
19933,2025-02-19,15,7344.12,Miscellaneous expense morph synergistic e-markets
19934,2024-02-16,14,73774.14,Events expense grow cross-media e-business
19935,2025-07-14,13,9160.22,Training expense synthesize efficient web services
19936,2025-12-03,5,65139.26,Software expense expedite best-of-breed infrastructures
19937,2025-05-19,7,3213.4,Office Supplies expense matrix vertical bandwidth
19938,2025-06-20,9,83208.6,Insurance expense unleash leading-edge channels
19939,2025-03-27,6,29857.46,Travel expense innovate 24/7 ROI
19940,2024-05-09,8,857360.46,Payroll expense scale strategic e-commerce
19941,2025-03-08,7,6314.72,Office Supplies expense extend B2C synergies
19942,2024-12-24,13,7627.24,Training expense matrix dynamic e-services
19943,2026-01-24,8,1925862.13,Payroll expense drive end-to-end communities
19944,2025-07-22,10,693199.98,Taxes expense syndicate rich experiences
19945,2024-01-24,7,2045.23,Office Supplies expense repurpose out-of-the-box eyeballs
19946,2024-07-24,3,47117.05,Maintenance expense facilitate interactive e-tailers
19947,2024-12-10,2,23299.99,Utilities expense morph back-end e-markets
19948,2024-03-13,11,9382.11,Logistics expense optimize robust niches
19949,2025-08-06,13,9626.17,Training expense grow robust experiences
19950,2024-04-04,6,46877.2,Travel expense engineer rich synergies
19951,2024-07-17,7,5968.95,Office Supplies expense incubate killer web-readiness
19952,2024-09-30,7,3337.11,Office Supplies expense repurpose one-to-one interfaces
19953,2024-06-12,14,108866.53,Events expense deploy killer networks
19954,2025-06-09,8,1644861.36,Payroll expense strategize out-of-the-box technologies
19955,2026-01-08,5,8288.66,Software expense mesh magnetic infrastructures
19956,2024-12-12,8,1000279.86,Payroll expense innovate B2B partnerships
19957,2024-06-12,15,9693.35,Miscellaneous expense implement 24/365 bandwidth
19958,2025-09-12,7,7033.95,Office Supplies expense synergize B2C web-readiness
19959,2025-06-15,7,498.87,Office Supplies expense enhance web-enabled interfaces
19960,2025-02-10,10,120669.09,Taxes expense implement clicks-and-mortar partnerships
19961,2025-03-02,2,2183.68,Utilities expense evolve front-end e-business
19962,2025-02-09,12,334828.97,R&D expense aggregate clicks-and-mortar e-services
19963,2025-11-13,14,90553.44,Events expense repurpose sticky metrics
19964,2024-02-08,15,2890.86,Miscellaneous expense disintermediate integrated niches
19965,2025-07-12,9,46023.94,Insurance expense strategize dot-com bandwidth
19966,2025-12-19,9,120891.75,Insurance expense whiteboard plug-and-play convergence
19967,2025-11-29,10,239218.36,Taxes expense innovate proactive platforms
19968,2024-02-05,6,43994.33,Travel expense e-enable synergistic solutions
19969,2026-02-02,12,205462.81,R&D expense syndicate visionary metrics
19970,2024-09-03,10,890362.09,Taxes expense deploy revolutionary deliverables
19971,2025-01-04,9,137539.73,Insurance expense maximize cross-platform mindshare
19972,2025-02-18,2,12300.37,Utilities expense mesh bricks-and-clicks initiatives
19973,2025-01-29,8,863504.19,Payroll expense matrix granular web-readiness
19974,2024-11-01,6,25468.13,Travel expense scale back-end users
19975,2024-02-16,4,182682.1,Marketing expense aggregate granular markets
19976,2024-03-29,9,109702.94,Insurance expense iterate killer metrics
19977,2024-07-27,15,946.94,Miscellaneous expense target customized relationships
